text_clean,label_binary,label_multi,unanimous,n_hateful,n_offensive,n_neither
“[USER]: [USER] hahaha! She to much of a thottie for you!”  Never fear Captain Save-A-Thot is here to save that hoe 😎,non-hateful,offensive,True,0,3,0
“[USER]: [USER] happy birthday little bitch.” BOFL this made me laugh when I read it 😂😂,non-hateful,offensive,False,0,2,1
“[USER]: Snap Chat Names please? 😏💫💦”only bitch you can Snapchatt is me,non-hateful,offensive,True,0,3,0
“[USER]: these hoes ain't loyal” no they ain't,non-hateful,offensive,True,0,3,0
"“[USER]: “[USER]: Where the bitches at ,?? 👀” yeah where they at 👀” I don't know they probably at that Party 😩",non-hateful,offensive,True,0,3,0
"“[USER]: I got the giggles because I'm a fag, I ain't gon' lie lol 😂😂”",non-hateful,offensive,False,1,2,0
“[USER]: [USER] [USER] you a bitch”they need to lock yo ass up for sayin some stupid shit like that,non-hateful,offensive,False,1,2,0
“[USER]: No one likes i n d i r e c t ass bitches.” 👏,non-hateful,offensive,True,0,3,0
“[USER]: My Lakers are going to be so trash this season I can't wait 🙌👏😒” :(,non-hateful,neither,True,0,0,3
“[USER]: Boyfriends that'll eat yo pussy all day long   Ur da real mvp 😭👏” [URL],non-hateful,offensive,True,0,3,0
“[USER]: How you make a salad and have no vegetables on the bitch?!? Give me a break. 😂😭😂😭” potato salad,non-hateful,offensive,True,0,3,0
“[USER]: Im so happy in the morning after I shave my pussy cuteness always sets me up for a good day😊”u need some dick,non-hateful,offensive,True,0,3,0
"“[USER]: I be laughing when my ex be tryna stunt, bitch you forgot I went with you I know what you got & don't got 😂😂”",non-hateful,offensive,True,0,3,0
“[USER]: Wish tonight was purge so I can get to hunting” Shut yo hoe ass up,non-hateful,offensive,False,1,2,0
“[USER]: “[USER]: Lol I 4got rose been dat nicca tho” #1 Never forget.”lol yee I was trippin,non-hateful,offensive,True,0,3,0
“[USER]: Looking at nip rings I can't wait until I can change mine 😏” 📝👀📑 lmao,non-hateful,neither,False,0,1,2
“[USER]: “[USER]: Happy new year 🎊🎉🎉🎉🎉🎉🎉🎊🎊” check yo clock Hun we got another hour lol..”they just did the lil count down thing,non-hateful,neither,False,0,1,2
“[USER]: bitch gotta work all hard to clean that shit without ripping her skin” LMAOSJDUSUBEJS,non-hateful,offensive,True,0,3,0
“[USER]: My friends are some insensitive bitches 😂”,non-hateful,offensive,True,0,3,0
“[USER]: I'm tryna get some snow day dick 😂😂😂😂”gon make a nicca have a wreck out there Tryn pull up on ya 😂😂,non-hateful,offensive,True,0,3,0
“[USER]: Like why tf is this bitch following me ?”👀,non-hateful,offensive,True,0,3,0
“[USER]: [USER] cuz you a hoe lol” cuz you went on your lil rant on me man!,non-hateful,offensive,True,0,3,0
“[USER]: [USER] that wasn't me hoe azz boi” I'm (sniff sniff ) sorry (sniff sniff) [URL],non-hateful,offensive,True,0,3,0
“[USER]: [USER] 💯 what u did Mr bitches” 😂 stop calling me that but I balled,non-hateful,offensive,True,0,3,0
“[USER]: ion eat cat . 🙅”bitch what you gay for then,non-hateful,offensive,True,0,3,0
“[USER]: “[USER]: Iont got not type ... Bad bitches is the only thing that I like” ayeee!!” Throw that ass in a sphere 👀😂,non-hateful,offensive,True,0,3,0
“[USER]: 😒 dis hoe BRI will fuck up a wet dream” Pop up in the dream like [URL],non-hateful,offensive,True,0,3,0
“[USER]: [USER] u a hoe broski u gotta look at dat shit”👀👀,non-hateful,offensive,True,0,3,0
“[USER]: Lil bitty bitch” 👏👏👏👏👏lingo,non-hateful,offensive,True,0,3,0
“[USER]: Shawty wanna charge for pussy but I'm like whoa now😱” turnt her on to cash she use to fuck for free,non-hateful,offensive,True,0,3,0
“[USER]: Victor & shawn legs don't hurt? They jigg every damn night 😒”😂😂😂,non-hateful,offensive,True,0,3,0
“[USER]: Lol someone told me I had hoes so I sent them this😂😂😂 [URL],non-hateful,offensive,True,0,3,0
“[USER]: bitch im weakkk vic 😂😂😂”😂😂,non-hateful,offensive,True,0,3,0
"“[USER]: Fuck The Girls , Peep How He Change When A Nigga Squared Up Against Him 😂😂😂😂😂 [URL] 😂😂😂😂 bitch ass",non-hateful,offensive,False,1,2,0
“[USER]: Nobody cares about KIRK Bosley no”I care bout my cousin hoe,non-hateful,offensive,True,0,3,0
“[USER]: Men hop in they feelings much quicker than women.” Not me 😈 I hop in ya bitch,non-hateful,offensive,True,0,3,0
"“[USER]: Bitch I'm on, bitch I'm on my griiind” thug luuuuuuv",non-hateful,offensive,True,0,3,0
“[USER]: My phone charging backwards 😕” retarded,hateful,hateful,False,2,1,0
“[USER]: I want some pussy #wishfulthinking”,non-hateful,offensive,True,0,3,0
“[USER]: [USER] fb hoe lol”damn next time be nicer . Lmfao,non-hateful,offensive,True,0,3,0
“[USER] Right  [USER]: Idk which one was selling pussy for $65 but that’s way too high for them [URL],non-hateful,offensive,True,0,3,0
“[USER]: [USER] ahhh you know who? So smart Donny! 😄 but YES  😂”  Yass! I'm glad you speak your mind to these 2faces hoes,non-hateful,offensive,True,0,3,0
“[USER]: im more excited about Boosie getting out than Valentines day”he get Vday pussy allstar weeekend pussy and mardi gras,non-hateful,offensive,True,0,3,0
“[USER]: It's so wonderful when you meet a dude that's not a bitch ass nigga these days 😂” 🙌😩,non-hateful,offensive,True,0,3,0
“[USER]: [USER] [USER] yeah he lowkey loves me he knows he's ma nigga 👌”we don't love these hoes,non-hateful,offensive,False,1,2,0
“[USER]: I'm 2 much for these niggas and 3 much for these hoes 💁”,non-hateful,offensive,True,0,3,0
"“[USER]: Jordyn stays making fun of how I eat like a little bitch""",non-hateful,offensive,True,0,3,0
“[USER]: He did go in i was actually surprised he when that hard  [USER]: N the crib listen 2 my nig G-Eazy”don't diss my homie,non-hateful,offensive,False,0,2,1
“[USER]: You aint special niglet  [USER]: When I'm chilling wit Greg ppl walk up to me to ask me to take pics”hatin,hateful,hateful,False,2,1,0
“[USER]: gotta buy those anti-slip shoes so these hoes won't catch me slipping”,non-hateful,offensive,True,0,3,0
“[USER]: 83 you're really cool you're good at basketball. And your a zebra 🏀🐼” is this [USER]?,non-hateful,neither,True,0,0,3
“[USER]: [USER] grow up bitch 😂😂😂😂” 😂😂😂💀 they was cute 😂😂😂😂😂😂,non-hateful,offensive,True,0,3,0
“[USER]: Scrappy always on the reunion with hella hoes 😂”real nigga lmao,non-hateful,offensive,True,0,3,0
“[USER]: if he has a girlfriend don't be a hoe and text him yanno who u r 😇”,non-hateful,offensive,True,0,3,0
“[USER]: Don't really have anyone to talk to when things start going wrong...” Aight hoe ass nigga,non-hateful,offensive,True,0,3,0
“[USER]: [USER] [USER] sydneys my favorite” she's a nigger but I love her,non-hateful,offensive,False,1,2,0
“[USER]: “[USER]: depressed but I got hoes” same”,non-hateful,offensive,True,0,3,0
“[USER]: 7. You still fucn ya ex?”na that bitch corny,non-hateful,offensive,True,0,3,0
“[USER]: About to go take over the A this summer. Binging alll the fly bitches to bless atl! #turnup!” Thank you!! 😁😁💯,non-hateful,offensive,True,0,3,0
"“[USER]: I never get on twitter but when I do, I get in bitch fights with niggas. not even females bruh..” [URL]",non-hateful,offensive,True,0,3,0
“[USER]: “[USER]: .. where the fuck is your top lip [URL] in my pussy” [USER],non-hateful,offensive,True,0,3,0
“[USER]: [USER] mane the skinny bitches was playin lol I had too take my weight class too another level” 😭😭😭😭😭😭😭😭😭😭😭😭,non-hateful,offensive,True,0,3,0
“[USER]: 😂💩 [USER]: Lemme find out you niggaz letting bitches shit on yo faces” 😭 niggas is weirdos,hateful,hateful,False,2,1,0
"“[USER]: ""cigarettes are so gross"" -half the bitches that smoke cigarettes 😒” [USER]",non-hateful,offensive,True,0,3,0
“[USER]: I hate when I attempt to make the yellow light but the car infront of me stops at the light 😡😡😡”‼️ I be wanting to fight😂,non-hateful,neither,True,0,0,3
“[USER]: Niggas talk more then bitches these days 😒” #facts,non-hateful,offensive,False,1,2,0
“[USER]: [USER] 😳😩😂😂 now bitch you know.. Lmaooo”😂😂😂,non-hateful,offensive,True,0,3,0
“[USER]: Fuck them texts! 😎 it's a movement. Lmaooo “[USER]: courts texting rubbed off on me 😂””she used to be bitch bout it tho 😩,non-hateful,offensive,True,0,3,0
“[USER]: I need to find is both a damn job. “[USER]: [USER] needs to find a bitch a job😩😩””right,non-hateful,offensive,True,0,3,0
“[USER]: I DONT FUCK YOUUU u lil stupid ass bitch I AINT FUCKIN WIT YOU u lil dumbass bitch I AINT FUCKIN WIT YOU” [USER],non-hateful,offensive,True,0,3,0
“[USER]: Are. You. Kidding. Me. Right. Now. [URL] I'll smack a hoe,non-hateful,offensive,True,0,3,0
“[USER]: im just a sarcastic lil bitch who loves to sleep and eat”,non-hateful,offensive,True,0,3,0
“[USER]: These hoes ain't loyal [i would know cause I'm a hoe] but my fans damn sure are!” - real,non-hateful,offensive,True,0,3,0
“[USER] yeah it's really far and it's alright if you like living by a whole lot of hicks haha,non-hateful,offensive,False,0,2,1
“[USER]: im just a bitch ass elf” [USER],non-hateful,offensive,True,0,3,0
“[USER]: I dont trust girls” cant trust these hoes,non-hateful,offensive,True,0,3,0
“[USER]: [USER] [USER] well we all know Victoria's Secret now.” Yea and we all the Cocoa Puff bird fucking,non-hateful,offensive,True,0,3,0
“[USER]: Paint brushes over Bugattis #StundentPainters bitch” paint me like one of your French girls,non-hateful,offensive,True,0,3,0
“[USER]: [USER] niggah you friendzoned” daaaaaaaam.. 😔,non-hateful,offensive,False,1,2,0
“[USER]: Jose is so fucking mean to me like damn bitch lol” fuck you,non-hateful,offensive,True,0,3,0
“[USER]: [USER] bitch im back at home now.” 😂,non-hateful,offensive,True,0,3,0
“[USER] [USER] [USER] [USER] #CHUCKSTRONG #GoldSwagger [URL] thats awesome 🏀+🏈=👍👌☝ #hoosiers,non-hateful,neither,True,0,0,3
“[USER]: My favorite time of da day HAPPY HOUR!!! #Drinkbreak”when the bad bitches come out and the ok hoes at home doing make-up,non-hateful,offensive,True,0,3,0
“[USER]: Why u can't just love?” Because we don't love these hoes,non-hateful,offensive,True,0,3,0
"“[USER]: [USER] ""they played a great job"" who's the retard now?”  😂😂😂",non-hateful,offensive,False,0,2,1
“[USER]: “[USER]: Y'all bitches be popping babies out like it's a sport😩”stop 😖”what lol,non-hateful,offensive,True,0,3,0
“[USER]: finger a bitch w/ my trigger finger” nigga shut up,non-hateful,offensive,True,0,3,0
“[USER] Dora & her table manners 😒”--- she's eating like a sloppy hoe!!?,non-hateful,offensive,True,0,3,0
“[USER]: “[USER]: Stop being such a bitch””,non-hateful,offensive,True,0,3,0
“[USER]: just demolishing this huge bitch 🍪 [URL] is caring 👌,non-hateful,offensive,True,0,3,0
"“[USER]: [USER] Just think if Alex won some games!” That sorry son of a bitch will never ""win"" us a game",non-hateful,offensive,True,0,3,0
“[USER]: 😂😂 [USER] bitches so late 😴💁” ion exposed 😂😴,non-hateful,offensive,True,0,3,0
“[USER]: i'll be a bitch when i have to be a bitch :)  #fandomapology  #5sosFamAnd1DfandomFollowParty” PREACH,non-hateful,offensive,True,0,3,0
“[USER]: bitches be set hoppin like bitch get your life for u get beat up lmao”,non-hateful,offensive,True,0,3,0
“[USER]: [USER] whens homecoming ho?”😩😂 slut the 17th,non-hateful,offensive,True,0,3,0
"“[USER]: Asians have short beds, my feet are hanging off the edge of the bed 😂” cuddle me bitch I'm right beside you",non-hateful,offensive,True,0,3,0
"“[USER]: “[USER]: [USER] u a regular nig, u played out b” lol ima b Ig famous”these days that counts for somethin",hateful,hateful,False,2,1,0
“[USER]: Congrats to kim k .this a great day for hoes everywhere”,non-hateful,offensive,False,1,2,0
“[USER]: Lol maybe I should give in nd date these hoes on dates”let me know how that work lol,non-hateful,offensive,True,0,3,0
“[USER]: Imma pull up on you eat on that pussy and dip”,non-hateful,offensive,True,0,3,0
“[USER]: If you can't get pussy without lying to a girl you wack” don't hate. appreciate.,non-hateful,offensive,True,0,3,0
“[USER]: My daughter makes me with I wasn't a hoe from age 18-25” u on a roll tonight,non-hateful,offensive,True,0,3,0
“[USER]: pussy prolly taste like heaven 😋” 👏,non-hateful,offensive,True,0,3,0
“[USER]: You know idgaf about a woman's lingerie matching when I love hairy pussy so much 😂” 😷,non-hateful,offensive,True,0,3,0
“[USER]: Why you let these hoes tear what we had right apart”,non-hateful,offensive,False,1,2,0
“[USER]: I just want the baddest bitch in the world right here on my lap” [USER] 😂😂😂😂,non-hateful,offensive,True,0,3,0
“[USER] “[USER]: Pineapples on sale at publix”hoes on sale too”up stairs,non-hateful,offensive,False,1,2,0
“[USER] I need ran theo and theo HOMIE rocking the cool” I need some free shit or some hoes,non-hateful,offensive,True,0,3,0
“[USER]: “[USER]: Stills get no pussy** [URL] he's jus being rational” a fag,non-hateful,offensive,True,0,3,0
“[USER]: [USER] what class you in right now? I need my headphones for seventh period I'm serious bitch ass.”ms.Trophenboum,non-hateful,offensive,True,0,3,0
“[USER]: aw OMG this show made me cry 😭😭😭😭 I'm such a pussy man”you really are,non-hateful,offensive,True,0,3,0
“[USER]: brian stfu 😤👏 its twitter i could retweet anything”don't make me bitch slap you again 👋,non-hateful,offensive,True,0,3,0
“[USER]: I know u didnt hit that jigga with my fav purse. .. [USER]”--no chill! 😂😂,non-hateful,neither,False,1,0,2
"“[USER]: Fucking slut”  FOREAL, fuck dat bitch.",non-hateful,offensive,False,1,2,0
“[USER]: Might go to plaq hc”bitch who you gone go with,non-hateful,offensive,True,0,3,0
"“[USER]: I'm a faggot"" I agree",non-hateful,offensive,False,1,2,0
"“[USER]: [USER] I was heartbroken tx inniz ho. Lmao” haha naw chill, you the one laughing at vdawg",non-hateful,offensive,True,0,3,0
“[USER]: Make the most of what you have.” Don't tell me what to do bitch,non-hateful,offensive,True,0,3,0
“[USER]: Yankees will never have someone wear a single digit uniform again after this season” Wow. Shows that is an epic organization,non-hateful,neither,True,0,0,3
“[USER]: why do bitches stand like this? 😳😝 [URL] she wanted to be in MJ's smooth criminal video so bad..,non-hateful,offensive,True,0,3,0
“[USER]: It don't matter where we at this nigga always tryna holla at a bitch 😂😂 [USER]” where. y'all. at?,non-hateful,offensive,True,0,3,0
“[USER]: “[USER]: This bitch Gmfu.”  You huh?” Huh lol,non-hateful,offensive,True,0,3,0
"“[USER]: back then hoes didn't want me, now I'm hot, they all on me.”",non-hateful,offensive,True,0,3,0
"“[USER]: ""I can believe that wiz khalifa and that one bald bitch are getting divorced ""”",non-hateful,offensive,False,1,2,0
“[USER]: [USER] Sick of all the trash talk and cocky attitudes. #shutupandplay” Refs have to take control when needed,non-hateful,neither,True,0,0,3
“[USER]: “[USER]: twitpic a selfie with light colored eyes” [URL],non-hateful,neither,True,0,0,3
“[USER]:  [USER]: Hate when a chick say go deeper when u already dishin out all u got #hoes” 😂😂😂😂😂,non-hateful,offensive,True,0,3,0
“[USER]: Bitch wanna date the flyest nigga then be shocked when he has hoes lol”,non-hateful,offensive,False,1,2,0
“[USER]: Ladies what if a dude put two hands in your pussy and started clapping?” Lmaoo,non-hateful,offensive,True,0,3,0
“[USER]: U get what u put in. If all u offering is pussy don't be mad when all u receive is dick” 🙌,non-hateful,offensive,True,0,3,0
“[USER]: Things hoes say... [URL],non-hateful,offensive,True,0,3,0
“[USER] thats my fav part on Take Care”whole album trash,non-hateful,neither,True,0,0,3
"“[USER]: “[USER]: No one wants an ugly nigga, so you've got him all to yourself. No more stressing over hoes” <-” lies !",non-hateful,offensive,False,1,2,0
“[USER]: [USER] [USER] yall partners in crime” that's my bitch she can't ride solo,non-hateful,offensive,False,1,2,0
“[USER]: [USER] u got hoes tho” WERD 👂 WHERE 👀,non-hateful,offensive,True,0,3,0
“[USER]: All I see in every #IfTheyGunnedMeDown tweet... [URL] Dis be like da colored Brady Bunch,non-hateful,neither,True,0,0,3
"“[USER]: No need to thank me, killing niggers is it's own reward.”   Dis my pal from our graduation when we was 26",hateful,hateful,True,3,0,0
“[USER]: [USER] no you homo” sorry I can't be straight like you and pull mad bitches 😔,non-hateful,offensive,True,0,3,0
“[USER]: [USER] [USER] me 3” you don't even lift pussy,non-hateful,offensive,True,0,3,0
“[USER]: Half tempted to go outside and run my phone over with my car because it's such a piece of shit. #FuckiPhones” do it pussy,non-hateful,offensive,True,0,3,0
“[USER]: is it too early to put your face in some pussy?” Bul never to early for breakfast,non-hateful,offensive,True,0,3,0
“[USER]: [USER] what about the doc?”  He's a pussy. He ain't going anywhere.,non-hateful,offensive,True,0,3,0
“[USER]: I want my ears to look like this 👂💕 [URL] I just want this bitches earrings lol 😁,non-hateful,offensive,True,0,3,0
“[USER]: I used to be that fat bitch everybody made fun of look at me now” I was made fun of for being ugly 🙍,non-hateful,offensive,True,0,3,0
“[USER]: 😉” hoe,non-hateful,offensive,True,0,3,0
"“[USER]: If pussy is just pussy to you, you a nasty ass nigga.. Hope you get aids 😩” bit harsh. Rethink that statement",non-hateful,offensive,True,0,3,0
“[USER]: [USER] [USER] [USER] fuck me then bitch” shut up and roll threw,non-hateful,offensive,True,0,3,0
“[USER] I'm not saying I'm for this but .. Studs will fuck trannys but won't let they bitch strap them down you muhfuckas childish lol”,non-hateful,offensive,True,0,3,0
“[USER]: [USER] [USER] 👍😂😂😂 bitch I was fukkin wicha but fuck you nigga square up” and I'm fucking with you 😂😂👌,non-hateful,offensive,False,1,2,0
“[USER]: [USER] knowing I can picture that hoe in my head” he good now knocked the wind out that boy 😂,non-hateful,offensive,True,0,3,0
“[USER]: [USER] noll nigga I'm Talm bout Tt and juice 😂😂😂 [USER]” me too! Ion hoe Em,non-hateful,offensive,True,0,3,0
“[USER]: eagles fans dont except the fact that mcoy been trash this year and that everybody figured out that spread offense” #StopIt,non-hateful,neither,True,0,0,3
“[USER]: Thot bitches wanna be wined & dined like a wife but don't know how to earn it 😴”,non-hateful,offensive,True,0,3,0
“[USER]: U hella gay u never did” quit subbing fag,non-hateful,offensive,False,1,2,0
“[USER]: [USER] [USER] haha bitch 😋😆” [URL],non-hateful,offensive,True,0,3,0
“[USER]: I think this hoe pressed or some shit 😕”righttt how many times we asked where they be??ok,non-hateful,offensive,True,0,3,0
“[USER]: hoes do hoe thangs”[USER],non-hateful,offensive,True,0,3,0
“[USER]: that new 1d song diana is well written well done boyzzzzzz” bow down bitch,non-hateful,offensive,False,0,2,1
"“[USER]: Big oleeeee middle finger, bitch.”",non-hateful,offensive,True,0,3,0
“[USER]: When people complain to me about prices I'm just like bitch do I look like I make the rules?”,non-hateful,offensive,True,0,3,0
“[USER]: I hate that bitch & the fact that oomf likes her.. just no 😐” retweeettt 1000x.,hateful,hateful,False,2,1,0
“[USER]: [USER] he's a hoe lmfao” aren't they all smuts ? lmao,non-hateful,offensive,True,0,3,0
“[USER]: Guys are hoes these days lmao don't fucking indirect me cause I can put you on blast” who's subbin ?,non-hateful,offensive,False,1,2,0
"“[USER]: “[USER]: ""need to get laid 😂😂😂😂  sike im celibate""  bitches be like 👆👆👆👆👆👆👆”👀”👀",non-hateful,offensive,True,0,3,0
“[USER]: “[USER]: boot up. [URL] for u hoe niggas” so girls that take BC are hoes? 🐸☕️,non-hateful,offensive,True,0,3,0
“[USER]: Rico be bored then a bitch”damn boy you watch me more than these hoes do,non-hateful,offensive,True,0,3,0
“[USER]: “[USER]: “[USER]: “[USER]: MEN are the biggest hoes lmao””””,non-hateful,offensive,False,1,2,0
“[USER]: there isn't one song on Blacc Hollywood I dislike.” Except the song with nicki minaj because that triffling bitch sucks,non-hateful,offensive,True,0,3,0
“[USER]: [USER] Yea bitch”dam!,non-hateful,offensive,True,0,3,0
“[USER]: This bitch comes right in & gets tooo comfortable [URL] I never saw this yo my gut all out I hate u😂😂,non-hateful,offensive,True,0,3,0
“[USER]: [USER] 🍪🍪🍪🍪🍪 bitch ass nigga fuck you ! 👏👏👏👏👏👍👍👍👍👍” <= these hoes ain't got no manners #RealTalk,hateful,hateful,False,2,1,0
“[USER]: 😝 [URL] swear they emojis😩😂,non-hateful,offensive,True,0,3,0
“[USER]: [USER] bang💁”that's a trust worthy bitch😐😩,non-hateful,offensive,True,0,3,0
“[USER]: [USER] it's cute af bitch”😂😂 I believe u!! It's jus getting pAss trusting u wit a needle to someone head👲,non-hateful,offensive,True,0,3,0
“[USER]: [USER] lmaooo nooo hoe”oh ok😕,non-hateful,offensive,True,0,3,0
“[USER]: my name is stefanie ... 👋👋👋👋 stefanie😂😜”fuck u hoe 😩😒😂,non-hateful,offensive,True,0,3,0
“[USER]: this bitch tried the wrong one 😂😩 it'll all go down hill from now 😘”👀,non-hateful,offensive,False,0,2,1
“[USER]: All people ever do on twitter is bitch. Get a mother fuckin diary.”👌,non-hateful,offensive,True,0,3,0
“[USER]: I could write a book on the things hoes say.”no way Jose,non-hateful,offensive,True,0,3,0
"“[USER]: [USER] Too bad the optimism I have for the Royals, you don't have for the Twins!! Take those ""Rose(ie) colored glasses off",non-hateful,neither,True,0,0,3
“[USER]: I'm driving myself insane.”fag,non-hateful,offensive,False,1,2,0
“[USER]: Females get irritated FAST 😒” fuck them hoes,non-hateful,offensive,True,0,3,0
“[USER]: “[USER]: [USER] bitch I called yu back” the lies😴”🌵,non-hateful,offensive,True,0,3,0
“[USER]: [USER] we'll be together😉”yu gt a job hoe.,non-hateful,offensive,False,0,2,1
“[USER]: He too rich to let that bitch get him mad like that!” Niggas don't think at all,non-hateful,offensive,True,0,3,0
“[USER]: grown. mature. pretty. &etc. All that goes out the window when a bitch play with me.”,non-hateful,offensive,True,0,3,0
“[USER]: @ a girl who's a hoe on Twitter 👀” [USER],non-hateful,offensive,True,0,3,0
“[USER]: How do you have a beautiful female and still find a way to fuck w/ ratchet hoes.. I don't get it” 👏👏🙌👋🙌,non-hateful,offensive,True,0,3,0
“[USER]: every bitch tell me I act like a nigga.. whatever the fuck that means”,non-hateful,offensive,True,0,3,0
"“[USER]: [USER] lol the bitch not responding,”lol it's cool imma get one I jus trusted that more",non-hateful,offensive,True,0,3,0
"“[USER]: [USER] [USER] 😂 I'm not close to being your dude, master chan” that's right bitch, bow down to your master 🙏",non-hateful,offensive,False,1,2,0
“[USER]: I got hella hoes.”😯,non-hateful,offensive,True,0,3,0
"“[USER]: A nigga who gets alot of bitches is not gonna value you like someone else would, youre just ""another one"" lol.” Cut that out",non-hateful,offensive,True,0,3,0
“[USER]: [USER] luhv u tioo!a!!!¡♥♥” drunk bitch lol,non-hateful,offensive,True,0,3,0
“[USER]: If you're going to talk shit about my sister. Don't play no pussy shit. Say it to her face yo! #JustSaying!” #slapAbitch 👋,non-hateful,offensive,True,0,3,0
“[USER]: That one friend who you greet with an insult.” [USER] [USER] niggers,hateful,hateful,False,2,1,0
"“[USER]: ""Go text your other hoes""  Me:   [URL] [USER]",non-hateful,offensive,False,1,2,0
"“[USER]: this dude a fucking legend bruh, fuck her right in the pussy lmao [URL] true legendFuck her right in the pussy!",non-hateful,offensive,True,0,3,0
“[USER]: Just seen 2 pregnant bitches fight” did the look like sumo wrestlers?,non-hateful,offensive,True,0,3,0
“[USER]: It's my birthday!!!!! Yesssss!!!!!”  Obviously nobody cares bitch,non-hateful,offensive,True,0,3,0
“[USER]: Donny a hoe”  Since when?¿?,non-hateful,offensive,True,0,3,0
“[USER]: “[USER]: Just saw Ashton. Hardly anyone cared. Waiting for Harry 😜” wtf” bitch I'd be all up in Ashton's grill you feel?,non-hateful,offensive,True,0,3,0
“[USER]: When hoes feel like their photo didnt get enough favorites [URL],non-hateful,offensive,False,0,2,1
“[USER]: I see so many mad hoes on the tl. Tht shit should be illegal.”tbh,non-hateful,offensive,True,0,3,0
"“[USER]: Shorty name is "" Masika"" and y'all surprised she a hoe.”😂",non-hateful,offensive,False,1,2,0
“[USER]: Wifey means The pussy good right now but you gotta go in 2 months.”basically,non-hateful,offensive,True,0,3,0
"“[USER]: Bro my birds stay having sex , it's on a daily now.”he said ""look ma no hands"" [URL]",non-hateful,offensive,False,0,2,1
“[USER]: If you used the ObamaCare website you should definitely change your password [URL] hahahahahah that's sad #boon,non-hateful,neither,True,0,0,3
“[USER]: “[USER]: Lmao nvm” that's right bitch” go drink some warm milk and go to bed,non-hateful,offensive,True,0,3,0
“[USER]: Ready for another tat doeeee . 😏”by me right hoe!,non-hateful,offensive,True,0,3,0
“[USER]: Group chat bitches we call yall undercover Feds 👮👮👮 watching everybody”,non-hateful,offensive,True,0,3,0
“[USER]: [USER] smh they gotta grow up 😂 at least you know these bitches want to be you 😌” I swear ✊,non-hateful,offensive,True,0,3,0
"“[USER]: When your ex hits you with that ""I miss you"" bullshit ...lol bitch die” 💀",non-hateful,offensive,True,0,3,0
"“[USER]: That hoe gone jam watch” if you ain't throwing ass bitch ""fuck out the party ✌️""",non-hateful,offensive,True,0,3,0
“[USER]: [USER] yo mama was confused when she had u” lol .. These hoes ain't got no manners,non-hateful,offensive,True,0,3,0
"“[USER]: Same hoes is still at it, I should've known”",non-hateful,offensive,True,0,3,0
“[USER]: Fuck I look like ho? I look like yes and ya look like no” [URL],non-hateful,offensive,True,0,3,0
“[USER]: We raided Nicki's wig closet for the summer! Bad gals just wanna have fun! [URL] this bitch has the a nerve smh,non-hateful,neither,False,0,1,2
“[USER]: don't fall in love with a bitch” #bestadvice,non-hateful,offensive,True,0,3,0
"“[USER]: yall niggas think i just hang around your crib doing nothing, bitch i be getting bread too [URL] 😂",non-hateful,offensive,False,1,2,0
"“[USER] ""[USER]: If fleek in yo vocabulary you a faggot""”",hateful,hateful,True,3,0,0
“[USER]: Fake bitches I don't want your hugs”,non-hateful,offensive,True,0,3,0
“[USER]: Shine on them hoes [URL] look at my baby daddy,non-hateful,offensive,True,0,3,0
“[USER]: [USER] I really hate Poly bitches.” You and me both man,non-hateful,offensive,False,1,2,0
“[USER]: I got 1 felony!!!” I got bitches,non-hateful,offensive,True,0,3,0
"“[USER]: ""I am not a bitch, I am the bitch. So that is Ms. Bitch to you!"" 😜”",non-hateful,offensive,True,0,3,0
“[USER]: 100% of the female population needs to stop being such a bitch”,non-hateful,offensive,False,1,2,0
“[USER]: “[USER]: Ya niggas play to fuck my niggas play for keeps😎”‼️😂😎”these bitches can't fuck wit me 😩😩,non-hateful,offensive,False,1,2,0
"“[USER]: ""This was hung in the boys bathroom..."" - St. Dominic [URL] [USER] silly bitches.",non-hateful,offensive,False,0,2,1
“[USER]: If you don't have your read receipts on you a bitch” the bitchyest bitch ever,non-hateful,offensive,True,0,3,0
“[USER]: “[USER]: Dat bird bitch”HEAVY BIRDCAGE BITCH” byyyyyyrrrrrrrrrrrrr bitch 🐥,non-hateful,offensive,True,0,3,0
“[USER]: [USER] aye and when the hoes start coming don't forget who put you on 😌” I won't !!! 😁😁😁,non-hateful,offensive,True,0,3,0
“[USER]: [USER] you won't have to herd for hoes no more lol” lmao I hope not this shit SCHRESSFUL,non-hateful,offensive,True,0,3,0
"“[USER]: Is ""hoe by association"" a real thing?” Yes.",non-hateful,offensive,True,0,3,0
"“[USER]: Y'all be like.. "" I want a love like Rashad & New New""... Shit y'all already got one. Lying about who you are ass hoes lmao” 😂😂",non-hateful,offensive,True,0,3,0
“[USER]: I cant talk right now i got pussy on my tongue”,non-hateful,offensive,True,0,3,0
“[USER]: [USER] we single cuz only hoes are left.. All the good ones taken lmao”<-ANY FEMALE ON THE TL THATS SINGLE..You a sno-bop😂,non-hateful,offensive,True,0,3,0
“[USER]: I'm only back cause I don't wanna see the boys lose to trash #vote5sos”,non-hateful,neither,True,0,0,3
“[USER]: in a relationship with the idea of you” - girls with trash love lives,non-hateful,offensive,False,0,2,1
“[USER]: [USER] my ananconda don't want none unless u clean those shitty buns Hun 💩😩”,non-hateful,offensive,True,0,3,0
“[USER]: [USER] shitty pussy 💩”✌️,non-hateful,offensive,False,1,2,0
“[USER]: [USER] ur pussy smell like dumpster juice 💩” wow 😑,non-hateful,offensive,False,1,2,0
